datum,latogatoszam,atlaghomerseklet,csapadek,unnepnap,iskolai_szunet,marketing_kiadas,het_napja,honap,szezon,hetvege
2023-02-11,13051,1.4,0.9,0,0,516.0,6,2,1,1
2023-02-12,10256,5.4,0.4,0,0,497.0,7,2,1,1
2023-02-13,4739,-2.3,0.0,0,0,277.0,1,2,1,0
2023-02-14,7251,9.4,0.0,0,0,245.0,2,2,1,0
2023-02-15,6958,1.2,0.0,0,0,281.0,3,2,1,0
2023-02-16,6866,12.5,1.3,0,0,279.0,4,2,1,0
2023-02-17,6361,1.3,0.0,0,0,280.0,5,2,1,0
2023-02-18,8613,-5.2,0.0,0,0,593.0,6,2,1,1
2023-02-19,6964,-2.7,0.0,0,0,574.0,7,2,1,1
2023-02-20,7172,1.6,0.0,0,0,270.0,1,2,1,0
2023-02-21,7199,6.3,0.0,0,0,286.0,2,2,1,0
2023-02-22,5092,-1.6,0.0,0,0,320.0,3,2,1,0
2023-02-23,6587,0.1,0.8,0,0,266.0,4,2,1,0
2023-02-24,4805,-3.6,0.0,0,0,263.0,5,2,1,0
2023-02-25,8093,-0.5,0.0,0,0,561.0,6,2,1,1
2023-02-26,8890,6.1,0.4,0,0,458.0,7,2,1,1
2023-02-27,5003,2.3,0.0,0,0,243.0,1,2,1,0
2023-02-28,6392,6.1,0.0,0,0,330.0,2,2,1,0
2023-03-01,8192,6.0,0.0,0,0,317.0,3,3,2,0
2023-03-02,8647,14.1,2.9,0,0,307.0,4,3,2,0
2023-03-03,8023,12.5,0.0,0,0,243.0,5,3,2,0
2023-03-04,13500,14.9,0.0,0,0,457.0,6,3,2,1
2023-03-05,16786,9.9,0.0,0,0,562.0,7,3,2,1
2023-03-06,10292,13.2,2.0,0,0,349.0,1,3,2,0
2023-03-07,9320,13.7,0.0,0,0,327.0,2,3,2,0
2023-03-08,9875,15.9,0.0,0,0,268.0,3,3,2,0
2023-03-09,10555,16.3,0.0,0,0,306.0,4,3,2,0
2023-03-10,9950,10.4,0.3,0,0,358.0,5,3,2,0
2023-03-11,15937,7.3,0.0,0,0,529.0,6,3,2,1
2023-03-12,12112,6.6,0.0,0,0,514.0,7,3,2,1
2023-03-13,7335,6.8,1.0,0,0,313.0,1,3,2,0
2023-03-14,7414,6.8,0.0,0,0,260.0,2,3,2,0
2023-03-15,16814,15.0,0.8,1,0,503.0,3,3,2,0
2023-03-16,9629,11.4,0.0,0,0,317.0,4,3,2,0
2023-03-17,8585,4.7,0.9,0,0,260.0,5,3,2,0
2023-03-18,15048,24.1,0.7,0,0,539.0,6,3,2,1
2023-03-19,13648,13.1,0.0,0,0,564.0,7,3,2,1
2023-03-20,7208,13.9,0.0,0,0,292.0,1,3,2,0
2023-03-21,9084,17.7,0.0,0,0,253.0,2,3,2,0
2023-03-22,8588,11.6,0.0,0,0,337.0,3,3,2,0
2023-03-23,9928,1.9,0.0,0,0,296.0,4,3,2,0
2023-03-24,7176,7.6,0.8,0,0,296.0,5,3,2,0
2023-03-25,13454,4.3,0.0,0,0,451.0,6,3,2,1
2023-03-26,17239,9.3,0.0,0,0,543.0,7,3,2,1
2023-03-27,10317,18.0,0.0,0,0,303.0,1,3,2,0
2023-03-28,10103,12.2,0.0,0,0,260.0,2,3,2,0
2023-03-29,5415,8.8,11.5,0,0,355.0,3,3,2,0
2023-03-30,10103,15.9,0.0,0,0,290.0,4,3,2,0
2023-03-31,9153,13.8,0.7,0,0,267.0,5,3,2,0
2023-04-01,17839,14.7,0.0,0,1,501.0,6,4,2,1
2023-04-02,19075,9.8,1.7,0,1,478.0,7,4,2,1
2023-04-03,10749,21.9,2.2,0,1,263.0,1,4,2,0
2023-04-04,7638,-0.5,0.0,0,1,242.0,2,4,2,0
2023-04-05,12578,16.3,0.0,0,1,255.0,3,4,2,0
2023-04-06,10139,15.6,0.0,0,1,278.0,4,4,2,0
2023-04-07,9822,14.9,0.4,0,1,280.0,5,4,2,0
2023-04-08,19053,14.6,0.0,0,1,537.0,6,4,2,1
2023-04-09,17590,8.4,0.0,0,1,590.0,7,4,2,1
2023-04-10,10122,10.4,0.0,0,1,336.0,1,4,2,0
2023-04-11,10754,21.5,3.8,0,1,352.0,2,4,2,0
2023-04-12,12870,15.3,0.2,0,1,304.0,3,4,2,0
2023-04-13,9833,12.2,1.7,0,1,258.0,4,4,2,0
2023-04-14,10450,5.1,0.0,0,1,353.0,5,4,2,0
2023-04-15,21053,15.9,0.0,0,1,560.0,6,4,2,1
2023-04-16,14777,9.3,0.0,0,1,457.0,7,4,2,1
2023-04-17,12522,10.0,0.0,0,1,345.0,1,4,2,0
2023-04-18,12479,16.7,0.1,0,1,321.0,2,4,2,0
2023-04-19,10206,7.7,0.0,0,1,334.0,3,4,2,0
2023-04-20,12043,7.2,0.0,0,1,325.0,4,4,2,0
2023-04-21,13069,10.3,0.0,0,1,344.0,5,4,2,0
2023-04-22,22894,8.5,0.5,0,1,599.0,6,4,2,1
2023-04-23,20703,21.0,0.0,0,1,573.0,7,4,2,1
2023-04-24,10987,13.5,0.0,0,1,256.0,1,4,2,0
2023-04-25,11709,14.2,0.0,0,1,325.0,2,4,2,0
2023-04-26,10298,12.2,0.4,0,1,254.0,3,4,2,0
2023-04-27,9469,17.0,1.6,0,1,266.0,4,4,2,0
2023-04-28,12454,12.8,0.0,0,1,306.0,5,4,2,0
2023-04-29,18983,3.4,0.0,0,1,454.0,6,4,2,1
2023-04-30,16124,8.0,0.0,0,1,462.0,7,4,2,1
2023-05-01,14176,14.3,0.0,1,0,548.0,1,5,2,0
2023-05-02,10264,19.9,0.0,0,0,294.0,2,5,2,0
2023-05-03,7993,10.4,0.9,0,0,299.0,3,5,2,0
2023-05-04,7608,12.8,0.0,0,0,255.0,4,5,2,0
2023-05-05,6995,10.0,0.0,0,0,290.0,5,5,2,0
2023-05-06,12898,11.2,0.0,0,0,524.0,6,5,2,1
2023-05-07,17258,10.6,2.1,0,0,492.0,7,5,2,1
2023-05-08,8313,20.0,0.0,0,0,302.0,1,5,2,0
2023-05-09,9610,8.9,2.6,0,0,315.0,2,5,2,0
2023-05-10,9123,12.6,0.9,0,0,337.0,3,5,2,0
2023-05-11,8014,18.5,1.3,0,0,263.0,4,5,2,0
2023-05-12,7540,15.2,0.0,0,0,246.0,5,5,2,0
2023-05-13,13355,7.6,0.0,0,0,489.0,6,5,2,1
2023-05-14,16667,13.0,0.0,0,0,519.0,7,5,2,1
2023-05-15,7231,5.0,1.0,0,0,256.0,1,5,2,0
2023-05-16,10377,6.5,0.0,0,0,353.0,2,5,2,0
2023-05-17,6737,14.7,0.0,0,0,248.0,3,5,2,0
2023-05-18,6954,12.8,0.0,0,0,270.0,4,5,2,0
2023-05-19,7493,12.1,0.0,0,0,242.0,5,5,2,0
2023-05-20,14636,19.1,0.0,0,0,564.0,6,5,2,1
2023-05-21,17467,15.0,0.0,0,0,565.0,7,5,2,1
2023-05-22,9674,10.1,2.1,0,0,355.0,1,5,2,0
2023-05-23,7770,11.4,0.5,0,0,359.0,2,5,2,0
2023-05-24,8937,15.3,0.0,0,0,249.0,3,5,2,0
2023-05-25,7622,18.5,4.7,0,0,261.0,4,5,2,0
2023-05-26,8234,12.7,1.0,0,0,266.0,5,5,2,0
2023-05-27,11787,12.6,0.0,0,0,477.0,6,5,2,1
2023-05-28,17343,21.4,1.2,0,0,502.0,7,5,2,1
2023-05-29,11112,17.3,0.0,0,0,261.0,1,5,2,0
2023-05-30,9360,11.9,0.0,0,0,355.0,2,5,2,0
2023-05-31,7528,13.8,0.0,0,0,270.0,3,5,2,0
2023-06-01,12086,19.0,0.0,0,0,252.0,4,6,3,0
2023-06-02,9551,20.6,0.2,0,0,250.0,5,6,3,0
2023-06-03,20967,22.7,0.0,0,0,597.0,6,6,3,1
2023-06-04,16910,16.6,0.1,0,0,575.0,7,6,3,1
2023-06-05,11371,24.6,0.0,0,0,316.0,1,6,3,0
2023-06-06,9313,22.9,0.0,0,0,244.0,2,6,3,0
2023-06-07,9650,30.3,0.0,0,0,355.0,3,6,3,0
2023-06-08,11024,23.4,0.0,0,0,332.0,4,6,3,0
2023-06-09,9584,19.4,0.0,0,0,243.0,5,6,3,0
2023-06-10,20316,25.3,0.0,0,0,475.0,6,6,3,1
2023-06-11,21188,15.4,0.0,0,0,589.0,7,6,3,1
2023-06-12,10953,24.9,0.0,0,0,360.0,1,6,3,0
2023-06-13,11379,28.0,1.0,0,0,318.0,2,6,3,0
2023-06-14,11587,18.0,0.0,0,0,291.0,3,6,3,0
2023-06-15,11821,23.4,0.0,0,0,306.0,4,6,3,0
2023-06-16,8465,26.2,0.0,0,0,254.0,5,6,3,0
2023-06-17,16484,22.8,0.0,0,0,562.0,6,6,3,1
2023-06-18,15405,28.5,0.9,0,0,495.0,7,6,3,1
2023-06-19,9588,30.9,0.0,0,0,278.0,1,6,3,0
2023-06-20,7043,38.8,0.0,0,0,272.0,2,6,3,0
2023-06-21,10776,16.4,1.9,0,0,336.0,3,6,3,0
2023-06-22,10983,28.4,0.0,0,0,252.0,4,6,3,0
2023-06-23,8213,28.9,1.0,0,0,261.0,5,6,3,0
2023-06-24,16628,28.1,0.0,0,0,543.0,6,6,3,1
2023-06-25,11570,23.4,6.6,0,0,593.0,7,6,3,1
2023-06-26,10039,29.7,0.0,0,0,286.0,1,6,3,0
2023-06-27,12612,22.9,0.0,0,0,296.0,2,6,3,0
2023-06-28,10725,19.7,1.0,0,0,358.0,3,6,3,0
2023-06-29,11914,24.6,0.0,0,0,241.0,4,6,3,0
2023-06-30,7340,32.4,0.0,0,0,316.0,5,6,3,0
2023-07-01,18716,26.6,0.0,0,1,463.0,6,7,3,1
2023-07-02,21671,24.4,0.0,0,1,567.0,7,7,3,1
2023-07-03,15651,18.7,0.1,0,1,302.0,1,7,3,0
2023-07-04,14287,23.2,0.0,0,1,263.0,2,7,3,0
2023-07-05,11195,25.1,0.0,0,1,307.0,3,7,3,0
2023-07-06,11855,25.9,0.0,0,1,291.0,4,7,3,0
2023-07-07,4822,37.8,6.4,0,1,303.0,5,7,3,0
2023-07-08,11030,30.1,6.5,0,1,573.0,6,7,3,1
2023-07-09,22963,23.6,0.0,0,1,494.0,7,7,3,1
2023-07-10,15750,22.7,0.0,0,1,280.0,1,7,3,0
2023-07-11,13173,20.9,0.0,0,1,341.0,2,7,3,0
2023-07-12,12104,24.4,3.6,0,1,249.0,3,7,3,0
2023-07-13,9216,30.1,0.0,0,1,263.0,4,7,3,0
2023-07-14,10478,28.8,0.0,0,1,293.0,5,7,3,0
2023-07-15,18702,20.5,1.5,0,1,506.0,6,7,3,1
2023-07-16,17081,34.0,0.0,0,1,539.0,7,7,3,1
2023-07-17,11308,23.5,0.0,0,1,290.0,1,7,3,0
2023-07-18,11386,32.5,0.0,0,1,344.0,2,7,3,0
2023-07-19,16017,22.6,4.5,0,1,311.0,3,7,3,0
2023-07-20,11870,34.4,0.0,0,1,294.0,4,7,3,0
2023-07-21,12164,33.4,1.1,0,1,343.0,5,7,3,0
2023-07-22,20945,27.5,0.0,0,1,562.0,6,7,3,1
2023-07-23,24128,28.4,0.0,0,1,480.0,7,7,3,1
2023-07-24,12664,18.6,0.0,0,1,339.0,1,7,3,0
2023-07-25,15933,21.2,0.0,0,1,318.0,2,7,3,0
2023-07-26,13692,28.2,0.0,0,1,243.0,3,7,3,0
2023-07-27,12164,28.4,3.4,0,1,339.0,4,7,3,0
2023-07-28,12367,25.3,0.0,0,1,322.0,5,7,3,0
2023-07-29,14074,33.7,0.0,0,1,450.0,6,7,3,1
2023-07-30,18359,31.0,0.0,0,1,451.0,7,7,3,1
2023-07-31,11805,29.3,0.0,0,1,285.0,1,7,3,0
2023-08-01,14045,15.1,0.0,0,1,309.0,2,8,3,0
2023-08-02,14719,26.0,1.3,0,1,339.0,3,8,3,0
2023-08-03,12595,25.8,0.0,0,1,348.0,4,8,3,0
2023-08-04,10971,20.4,0.0,0,1,293.0,5,8,3,0
2023-08-05,14902,31.6,0.0,0,1,459.0,6,8,3,1
2023-08-06,10114,31.4,5.5,0,1,570.0,7,8,3,1
2023-08-07,10998,28.2,0.7,0,1,281.0,1,8,3,0
2023-08-08,15421,20.6,0.0,0,1,327.0,2,8,3,0
2023-08-09,10685,23.7,0.0,0,1,243.0,3,8,3,0
2023-08-10,16544,23.8,0.0,0,1,347.0,4,8,3,0
2023-08-11,15212,27.7,2.1,0,1,338.0,5,8,3,0
2023-08-12,20340,33.0,0.6,0,1,583.0,6,8,3,1
2023-08-13,21612,16.3,0.0,0,1,552.0,7,8,3,1
2023-08-14,11734,28.4,0.0,0,1,288.0,1,8,3,0
2023-08-15,10243,30.1,4.3,0,1,355.0,2,8,3,0
2023-08-16,12414,26.9,0.0,0,1,277.0,3,8,3,0
2023-08-17,12178,25.8,0.0,0,1,337.0,4,8,3,0
2023-08-18,11478,25.3,0.0,0,1,335.0,5,8,3,0
2023-08-19,21995,27.0,0.0,0,1,557.0,6,8,3,1
2023-08-20,43285,22.8,0.0,1,1,485.0,7,8,3,1
2023-08-21,8614,19.8,7.6,0,1,358.0,1,8,3,0
2023-08-22,12887,15.2,0.0,0,1,355.0,2,8,3,0
2023-08-23,11608,17.5,0.0,0,1,328.0,3,8,3,0
2023-08-24,9925,18.8,12.1,0,1,304.0,4,8,3,0
2023-08-25,16239,18.9,0.0,0,1,345.0,5,8,3,0
2023-08-26,16125,30.6,0.0,0,1,533.0,6,8,3,1
2023-08-27,19906,12.8,0.0,0,1,465.0,7,8,3,1
2023-08-28,8341,30.0,2.5,0,1,281.0,1,8,3,0
2023-08-29,13987,23.8,0.6,0,1,270.0,2,8,3,0
2023-08-30,12579,24.2,0.0,0,1,306.0,3,8,3,0
2023-08-31,11614,20.0,0.0,0,1,260.0,4,8,3,0
2023-09-01,8359,23.1,0.0,0,0,277.0,5,9,4,0
2023-09-02,15782,12.2,0.7,0,0,561.0,6,9,4,1
2023-09-03,14828,14.5,0.0,0,0,492.0,7,9,4,1
2023-09-04,9080,27.0,2.3,0,0,334.0,1,9,4,0
2023-09-05,9838,17.2,0.0,0,0,255.0,2,9,4,0
2023-09-06,6755,10.8,1.1,0,0,313.0,3,9,4,0
2023-09-07,8120,22.4,0.0,0,0,278.0,4,9,4,0
2023-09-08,9051,12.8,0.0,0,0,331.0,5,9,4,0
2023-09-09,12565,6.0,0.0,0,0,488.0,6,9,4,1
2023-09-10,17161,16.0,0.0,0,0,468.0,7,9,4,1
2023-09-11,7345,13.9,0.0,0,0,290.0,1,9,4,0
2023-09-12,6404,12.3,0.0,0,0,241.0,2,9,4,0
2023-09-13,7455,10.7,3.9,0,0,246.0,3,9,4,0
2023-09-14,6262,11.7,1.8,0,0,249.0,4,9,4,0
2023-09-15,7809,17.3,0.0,0,0,249.0,5,9,4,0
2023-09-16,16539,23.6,0.0,0,0,490.0,6,9,4,1
2023-09-17,12634,13.5,0.6,0,0,525.0,7,9,4,1
2023-09-18,7038,7.6,0.0,0,0,286.0,1,9,4,0
2023-09-19,8204,13.2,0.0,0,0,247.0,2,9,4,0
2023-09-20,7181,16.9,0.0,0,0,314.0,3,9,4,0
2023-09-21,8808,19.9,0.0,0,0,349.0,4,9,4,0
2023-09-22,7262,8.3,0.4,0,0,258.0,5,9,4,0
2023-09-23,15036,13.1,0.0,0,0,477.0,6,9,4,1
2023-09-24,14621,12.5,0.3,0,0,526.0,7,9,4,1
2023-09-25,4453,-1.1,0.0,0,0,270.0,1,9,4,0
2023-09-26,10072,20.2,0.0,0,0,294.0,2,9,4,0
2023-09-27,8696,1.6,0.4,0,0,351.0,3,9,4,0
2023-09-28,8560,12.4,0.0,0,0,271.0,4,9,4,0
2023-09-29,6903,16.9,0.1,0,0,243.0,5,9,4,0
2023-09-30,11077,12.4,0.0,0,0,521.0,6,9,4,1
2023-10-01,17004,5.7,0.0,0,0,579.0,7,10,4,1
2023-10-02,7155,15.2,0.0,0,0,267.0,1,10,4,0
2023-10-03,9054,9.5,0.0,0,0,257.0,2,10,4,0
2023-10-04,8537,16.4,0.0,0,0,264.0,3,10,4,0
2023-10-05,7360,18.7,0.0,0,0,316.0,4,10,4,0
2023-10-06,7099,10.3,0.0,0,0,319.0,5,10,4,0
2023-10-07,12362,19.1,0.0,0,0,520.0,6,10,4,1
2023-10-08,12017,9.1,0.0,0,0,546.0,7,10,4,1
2023-10-09,7692,15.9,0.3,0,0,281.0,1,10,4,0
2023-10-10,8844,13.4,0.0,0,0,315.0,2,10,4,0
2023-10-11,8280,14.0,0.0,0,0,251.0,3,10,4,0
2023-10-12,9605,10.8,0.0,0,0,340.0,4,10,4,0
2023-10-13,8705,14.8,0.0,0,0,295.0,5,10,4,0
2023-10-14,15837,16.4,0.0,0,0,536.0,6,10,4,1
2023-10-15,16854,16.3,0.0,0,0,524.0,7,10,4,1
2023-10-16,5205,11.8,5.7,0,0,290.0,1,10,4,0
2023-10-17,8921,13.2,0.0,0,0,344.0,2,10,4,0
2023-10-18,9324,15.5,1.0,0,0,318.0,3,10,4,0
2023-10-19,9313,18.8,1.0,0,0,344.0,4,10,4,0
2023-10-20,7081,18.1,0.0,0,0,285.0,5,10,4,0
2023-10-21,14531,22.3,0.0,0,0,523.0,6,10,4,1
2023-10-22,15148,11.3,0.0,0,0,496.0,7,10,4,1
2023-10-23,15823,21.7,0.0,1,0,534.0,1,10,4,0
2023-10-24,7828,18.2,0.0,0,0,347.0,2,10,4,0
2023-10-25,8463,13.1,0.0,0,0,284.0,3,10,4,0
2023-10-26,7149,8.3,0.0,0,0,302.0,4,10,4,0
2023-10-27,9499,17.2,0.0,0,0,277.0,5,10,4,0
2023-10-28,16090,15.3,0.0,0,0,562.0,6,10,4,1
2023-10-29,13215,15.9,0.7,0,0,501.0,7,10,4,1
2023-10-30,7972,18.6,0.0,0,0,311.0,1,10,4,0
2023-10-31,8687,12.1,0.0,0,0,323.0,2,10,4,0
2023-11-01,17472,10.9,0.0,1,0,482.0,3,11,4,0
2023-11-02,9822,16.8,0.0,0,0,298.0,4,11,4,0
2023-11-03,9446,14.1,0.0,0,0,353.0,5,11,4,0
2023-11-04,13227,14.9,0.0,0,0,539.0,6,11,4,1
2023-11-05,15544,10.4,0.0,0,0,476.0,7,11,4,1
2023-11-06,7576,13.2,1.0,0,0,345.0,1,11,4,0
2023-11-07,9830,13.5,1.8,0,0,346.0,2,11,4,0
2023-11-08,9279,16.6,0.0,0,0,301.0,3,11,4,0
2023-11-09,9329,22.7,0.0,0,0,266.0,4,11,4,0
2023-11-10,10528,21.6,0.0,0,0,302.0,5,11,4,0
2023-11-11,15066,15.3,2.3,0,0,519.0,6,11,4,1
2023-11-12,14455,13.2,0.0,0,0,520.0,7,11,4,1
2023-11-13,8585,14.0,0.0,0,0,293.0,1,11,4,0
2023-11-14,7617,11.9,4.2,0,0,303.0,2,11,4,0
2023-11-15,9816,10.8,2.3,0,0,329.0,3,11,4,0
2023-11-16,8998,21.5,0.0,0,0,343.0,4,11,4,0
2023-11-17,8507,19.9,0.0,0,0,330.0,5,11,4,0
2023-11-18,14138,18.1,0.5,0,0,494.0,6,11,4,1
2023-11-19,18906,20.0,0.6,0,0,579.0,7,11,4,1
2023-11-20,9230,13.8,0.0,0,0,321.0,1,11,4,0
2023-11-21,9986,8.6,0.0,0,0,349.0,2,11,4,0
2023-11-22,9342,16.0,0.0,0,0,333.0,3,11,4,0
2023-11-23,10722,21.8,0.0,0,0,360.0,4,11,4,0
2023-11-24,4833,13.4,7.4,0,0,325.0,5,11,4,0
2023-11-25,10855,9.7,3.1,0,0,452.0,6,11,4,1
2023-11-26,13158,12.6,0.0,0,0,531.0,7,11,4,1
2023-11-27,7495,11.0,0.0,0,0,296.0,1,11,4,0
2023-11-28,8541,22.9,2.0,0,0,271.0,2,11,4,0
2023-11-29,7655,19.9,0.0,0,0,343.0,3,11,4,0
2023-11-30,8143,25.0,0.0,0,0,334.0,4,11,4,0
2023-12-01,4899,-2.7,0.0,0,1,337.0,5,12,1,0
2023-12-02,15061,1.8,0.0,0,1,513.0,6,12,1,1
2023-12-03,11676,11.4,0.0,0,1,548.0,7,12,1,1
2023-12-04,7138,9.8,0.0,0,1,241.0,1,12,1,0
2023-12-05,7542,1.5,4.4,0,1,244.0,2,12,1,0
2023-12-06,5840,-3.1,0.0,0,1,268.0,3,12,1,0
2023-12-07,6744,10.1,0.0,0,1,338.0,4,12,1,0
2023-12-08,9434,6.7,0.0,0,1,350.0,5,12,1,0
2023-12-09,13523,0.7,0.0,0,1,506.0,6,12,1,1
2023-12-10,14189,3.7,0.0,0,1,491.0,7,12,1,1
2023-12-11,5838,0.8,0.0,0,1,245.0,1,12,1,0
2023-12-12,2829,-6.3,8.4,0,1,336.0,2,12,1,0
2023-12-13,9478,3.2,0.0,0,1,356.0,3,12,1,0
2023-12-14,6859,8.1,1.2,0,1,274.0,4,12,1,0
2023-12-15,8701,1.4,0.0,0,1,288.0,5,12,1,0
2023-12-16,9787,-1.8,0.8,0,1,527.0,6,12,1,1
2023-12-17,11977,0.2,0.0,0,1,549.0,7,12,1,1
2023-12-18,4683,-3.0,0.0,0,1,353.0,1,12,1,0
2023-12-19,4566,-1.5,0.0,0,1,337.0,2,12,1,0
2023-12-20,7958,1.9,0.0,0,1,327.0,3,12,1,0
2023-12-21,8516,1.8,0.2,0,1,241.0,4,12,1,0
2023-12-22,7974,0.9,0.0,0,1,276.0,5,12,1,0
2023-12-23,9056,-1.4,0.0,0,1,551.0,6,12,1,1
2023-12-24,18639,2.6,0.0,1,1,564.0,7,12,1,1
2023-12-25,13700,1.9,0.0,1,1,567.0,1,12,1,0
2023-12-26,17563,5.4,0.0,1,1,539.0,2,12,1,0
2023-12-27,6436,4.0,1.5,0,1,258.0,3,12,1,0
2023-12-28,6939,9.1,0.1,0,1,351.0,4,12,1,0
2023-12-29,5899,-2.8,0.0,0,1,274.0,5,12,1,0
2023-12-30,13913,8.2,0.0,0,1,508.0,6,12,1,1
2023-12-31,9110,-7.0,1.5,0,1,502.0,7,12,1,1
2024-01-01,11999,-3.4,0.0,1,1,480.0,1,1,1,0
2024-01-02,7906,3.9,0.9,0,1,333.0,2,1,1,0
2024-01-03,6857,7.8,0.0,0,1,270.0,3,1,1,0
2024-01-04,5869,-4.0,0.0,0,1,304.0,4,1,1,0
2024-01-05,8487,3.7,0.0,0,1,284.0,5,1,1,0
2024-01-06,15413,5.8,0.0,0,1,585.0,6,1,1,1
2024-01-07,11625,5.0,0.0,0,1,453.0,7,1,1,1
2024-01-08,4901,-2.6,0.0,0,1,261.0,1,1,1,0
2024-01-09,6200,3.7,0.0,0,1,287.0,2,1,1,0
2024-01-10,7608,4.2,2.5,0,1,263.0,3,1,1,0
2024-01-11,7017,8.3,0.0,0,1,325.0,4,1,1,0
2024-01-12,8625,2.9,0.0,0,1,335.0,5,1,1,0
2024-01-13,8628,-0.5,0.0,0,1,452.0,6,1,1,1
2024-01-14,14928,2.8,0.0,0,1,529.0,7,1,1,1
2024-01-15,6678,7.0,0.0,0,1,257.0,1,1,1,0
2024-01-16,4889,-3.5,0.0,0,1,247.0,2,1,1,0
2024-01-17,7772,1.9,0.1,0,1,338.0,3,1,1,0
2024-01-18,6634,-0.3,0.0,0,1,359.0,4,1,1,0
2024-01-19,7560,2.3,1.8,0,1,264.0,5,1,1,0
2024-01-20,7812,-8.0,1.0,0,1,473.0,6,1,1,1
2024-01-21,15694,4.5,0.0,0,1,558.0,7,1,1,1
2024-01-22,8480,0.9,0.2,0,1,276.0,1,1,1,0
2024-01-23,7744,6.4,0.0,0,1,316.0,2,1,1,0
2024-01-24,7616,1.6,0.0,0,1,295.0,3,1,1,0
2024-01-25,7114,5.4,0.0,0,1,244.0,4,1,1,0
2024-01-26,5554,-2.7,0.0,0,1,314.0,5,1,1,0
2024-01-27,8339,-2.7,1.8,0,1,558.0,6,1,1,1
2024-01-28,9885,-0.8,0.0,0,1,586.0,7,1,1,1
2024-01-29,6946,0.4,0.0,0,1,355.0,1,1,1,0
2024-01-30,4663,-1.0,1.7,0,1,250.0,2,1,1,0
2024-01-31,8303,3.2,0.0,0,1,282.0,3,1,1,0
2024-02-01,5595,2.8,4.9,0,0,301.0,4,2,1,0
2024-02-02,7203,1.9,0.0,0,0,306.0,5,2,1,0
2024-02-03,11987,2.7,0.0,0,0,529.0,6,2,1,1
2024-02-04,10612,3.3,0.0,0,0,462.0,7,2,1,1
2024-02-05,4490,-0.2,0.0,0,0,251.0,1,2,1,0
2024-02-06,2226,-13.3,8.3,0,0,282.0,2,2,1,0
2024-02-07,7401,5.7,0.2,0,0,341.0,3,2,1,0
2024-02-08,3848,-4.8,0.0,0,0,253.0,4,2,1,0
2024-02-09,2381,-1.6,6.2,0,0,358.0,5,2,1,0
2024-02-10,7416,-5.1,2.1,0,0,525.0,6,2,1,1
2024-02-11,11715,1.5,1.0,0,0,498.0,7,2,1,1
2024-02-12,3626,-8.1,0.9,0,0,262.0,1,2,1,0
2024-02-13,6951,3.8,0.0,0,0,332.0,2,2,1,0
2024-02-14,4496,-3.8,0.0,0,0,325.0,3,2,1,0
2024-02-15,6040,5.7,0.7,0,0,326.0,4,2,1,0
2024-02-16,6693,4.9,0.0,0,0,249.0,5,2,1,0
2024-02-17,11716,3.6,4.6,0,0,470.0,6,2,1,1
2024-02-18,11828,1.0,0.0,0,0,492.0,7,2,1,1
2024-02-19,5736,8.6,1.1,0,0,319.0,1,2,1,0
2024-02-20,5702,9.8,0.0,0,0,339.0,2,2,1,0
2024-02-21,7080,4.3,0.0,0,0,332.0,3,2,1,0
2024-02-22,4513,-0.2,2.0,0,0,314.0,4,2,1,0
2024-02-23,6629,4.3,0.0,0,0,343.0,5,2,1,0
2024-02-24,9030,-0.0,0.0,0,0,542.0,6,2,1,1
2024-02-25,9927,5.2,0.0,0,0,507.0,7,2,1,1
2024-02-26,5984,4.7,0.0,0,0,329.0,1,2,1,0
2024-02-27,5647,0.2,0.0,0,0,285.0,2,2,1,0
2024-02-28,7655,1.3,3.2,0,0,326.0,3,2,1,0
2024-02-29,7276,5.7,0.0,0,0,309.0,4,2,1,0
2024-03-01,9417,11.2,0.0,0,0,333.0,5,3,2,0
2024-03-02,13039,16.5,0.0,0,0,503.0,6,3,2,1
2024-03-03,12913,4.4,0.0,0,0,465.0,7,3,2,1
2024-03-04,8715,16.5,3.4,0,0,276.0,1,3,2,0
2024-03-05,9031,9.5,0.0,0,0,254.0,2,3,2,0
2024-03-06,10044,12.0,0.0,0,0,304.0,3,3,2,0
2024-03-07,10731,10.7,0.0,0,0,328.0,4,3,2,0
2024-03-08,11524,22.1,0.0,0,0,338.0,5,3,2,0
2024-03-09,15994,16.0,1.7,0,0,546.0,6,3,2,1
2024-03-10,13543,12.9,0.6,0,0,485.0,7,3,2,1
2024-03-11,7841,9.4,0.0,0,0,285.0,1,3,2,0
2024-03-12,9982,15.1,0.0,0,0,313.0,2,3,2,0
2024-03-13,7928,16.4,0.0,0,0,324.0,3,3,2,0
2024-03-14,10649,10.2,0.0,0,0,342.0,4,3,2,0
2024-03-15,19310,9.0,0.1,1,0,456.0,5,3,2,0
2024-03-16,13881,9.4,0.0,0,0,472.0,6,3,2,1
2024-03-17,12521,13.5,0.0,0,0,482.0,7,3,2,1
2024-03-18,10071,12.4,0.0,0,0,313.0,1,3,2,0
2024-03-19,9130,22.0,0.0,0,0,322.0,2,3,2,0
2024-03-20,9640,15.9,0.0,0,0,343.0,3,3,2,0
2024-03-21,6954,12.4,0.0,0,0,255.0,4,3,2,0
2024-03-22,6729,7.8,0.0,0,0,254.0,5,3,2,0
2024-03-23,12919,9.1,0.0,0,0,530.0,6,3,2,1
2024-03-24,16560,8.0,0.0,0,0,463.0,7,3,2,1
